session_id	43972	43756	45065	44207	45348	43786	44275	44174	43839	44642	43846	44864	44830	46078	45952	45151	45890	44211	43825	43849	43822	42709	43881	43874	44815	43850	43820	43776	45079	43921	43854	46887	46191	46234	46885	46967	46183	45964	46103	45945	45975	43602	44108	44967	43795	44208	43049	44225	43919	44114	43925	44524	44210	44252	43771	44934	44128	43926	43885	43835	42612	46168	46120	44546	44982	43861	46155	44204
session_name	docker tutorial	service instrumentation, monitoring, and alerting with prometheus	modern performance best practices	forensic tools for in-depth performance investigation	monitoring and alerting fundamentals	incident management for devops	people screw up - and it happens all the time	the path forward: scaling management without sacrificing culture	from zero to production hero: log analysis with elasticsearch	availability and chaos	effective devops: collaboration and tools	awesome postmortems	container management with docker and kubernetes	developing and testing for high performance applications, from the developer desk	real world cloud: strategies for "getting" apps into the cloud	devops for finance	bluemix + next-generation analytics with apache spark	why continuous everything requires a supply chain approach	advanced caching concepts	metrics, metrics everywhere (but where the heck do you start?)	putting web performance best practices together to create the perfect single page application	monitoring as a service	robust, scalable architecture for remote monitoring and control in a hostile environment	probabilistically sampling a stream of events with a sketch	crafting performance alerting tools	robust functional/performance regression analysis @twitter	better by proxy	http/2 vs. http/1.1: a performance analysis	there is a client-side proxy (serviceworker) in your browser!	better front-end performance with flexbox	resource hints - cluing the browser in	optimizing images and type on the web	design decisions through the lens of performance	the performance and usability of web fonts	design + performance	velocity debate club: amp	the definition of normal - an intro and guide to anomaly detection	using speech as the new command line to fly a drone	beyond aggregates: root cause analysis with rum	making cost-effective cloud deployment decisions at scale	mean time to innocence - if everythings green, why are we still slow?	primum non nocere - ethical obligations in internet operations	how math, science, and star trek help us understand the value of team diversity	panel: burnout in tech	the tyranny of the sla	distributed teams for distributed systems	choose boring technology	canary in the coalmine: introducing a deployment process to the enterprise	too big to test: breaking a production brokerage platform without causing financial devastation	mobile continuous delivery - with a devops mindset	scaling next-generation internet tv on aws with docker, packer, and chef	stop killing kittens and melting the ice caps: run containers on bare metal already	writing a polyglot datastore story	how to get google-like infrastructure: from the os to the scheduler	challenging fundamental assumptions of datacenters: decoupling infrastructure from hardware	how container clusters like kubernetes change operations	why we can't have nice things. a tale of woe and hope for the future	perimeter-less networks: the death of the lan	securing the heart of automated infrastructure - why security is devops	security and performance: breaking the conundrum	building an appsec pipeline: keeping your program, and your life, sane	scale in a real big-data scenario: lessons learned from releasing our performance-critical saas solution	durability theater or real world safety? how to engineer against data loss	the walls and pitfalls of delivering in china	tips for avoiding common svg pitfalls	speed vs. fluency - what drives user engagement?	bigger, faster, and more engaging while on a budget	measuring the performance of single page web applications
182496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	2400	2089	0	0	0	0	0	0	0	0	0	0	1938	0	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	2400	2400	2400	0	0	0	0	0	2400	0	0	0	0	0
221260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2400	615	2400	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2087	0	2400	1696	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2087	0	0	0	0	0	0	0	0	0
214617	0	0	0	0	0	0	4800	2816	0	0	0	311	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2400	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	2400	0	0	0	2357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	1850	0	0	0	0	0
214758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	2400	2323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	2400	1284	0	2400	2400	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217180	7980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2400	0	0	0	0	0	0	0	0	0	0	2400	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186022	0	0	4868	4626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294	0	0	1279	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	2400	0	0	0	2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	2364	62	0	0	0	0	0	0	0	0	0	0	0	0	0
217086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2174	2400	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	2400	0	0	0	0	2400	0	0	0	0	0
191816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2375	2096	0	0	0	0	0	0	2400	0	0	0	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1870	0	2400	2173	2190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2288	2400	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0
185490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	2234	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	1665	0	0	0	0	0	0	0	0	0	0	2343	0	0	0	0	0	0	0	0	0	0
162773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1187	0	0	0	0	0	0	0	0	0	0	1958	0	0	0	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	2400	0	0	0	2400	0	0	1899	0	0	0	0	0	0	0	0	0	0	0	1663	0	2400	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0
185431	0	0	0	0	0	0	0	0	0	0	0	827	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	2400	2400	2400	0	2320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2374	2095	0	0	2092	0	0	0	0	0	0	0	2182	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	998	0	0	0	0	0	0
218056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2369	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2287	2053	2111	0	0	0	0	0	2400	0	0	0	0	0	0
214746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2157	0	1927	2127	0	0	0	0	0	0	0	0	0	0	2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	1626	0	0	0	0	0	0	0	0
217042	0	3844	0	1209	0	0	5383	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461	0	0	0	1682	0	0	0	0	0	0	0	0	0	0	0
136956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2400	1413	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2400	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	404	2400	1704	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1804	1133	2400	2400	0	0	0	0	0	2400	0	40	0	0	0	0	0	0	0	0	0	0
2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2400	0	2400	2081	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1951	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2133	2400	921	0	0	0	0	0	2052	2026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0
155627	0	0	5400	108	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219776	0	0	0	5018	0	0	0	0	4897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	2400	0	0	0	2400	0	0	2078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215941	0	0	0	0	0	0	1273	2998	0	0	0	0	0	0	0	1773	0	0	0	0	0	0	0	0	0	0	0	0	0	1043	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0
219852	0	0	0	0	0	0	0	0	0	0	0	0	17990	0	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214358	0	0	0	5393	0	0	0	0	5012	0	0	0	0	0	0	0	0	0	0	0	0	0	2393	2107	0	0	0	0	0	0	0	2400	0	0	0	1433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182150	0	0	5400	5295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2060	2400	0	0	2400	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	2305	2211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1677	0	0	0	0	0	2382	2207	0	2400	0	0	0	0	0	0	0	0	0	0	0	0
219697	4039	4269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1698	2055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	2208	0	0	2400	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1612	0	0	0	0	0	2400	0	2258	0	0	0	0	0	0	0	2379	0	0	0	0	0
139401	0	0	2063	4439	0	0	0	0	0	4092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1928	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2043	0	0	0	0	0	0	0
82741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1710	0	2311	0	2400	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182143	0	0	0	4957	77	0	0	0	0	0	0	1179	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	764	2400	0	0	2400	150	0	0	0	0	0	0	0	0	0	0	0	0	0	1638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226041	0	0	0	0	0	0	0	0	0	40	0	0	22326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136930	0	5276	0	0	0	0	0	0	0	5012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2305	2400	0	0	0	0	0	0	0	0	0	0	2215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29178	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1403	0	0	2400	0	0	0	2400	0	0	0	2257	0	0	0	0	0	0	0	0	0
221142	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2263	0	0	1472	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0
155576	0	0	4646	4302	0	0	0	0	0	0	0	0	0	0	0	5400	0	1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211251	0	0	5400	4285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2400	2356	2400	2299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156334	0	0	0	0	0	0	5400	5400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0	0	2293	0	1882	0	0	0	0	0	0	0	0	0	0	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216692	0	0	0	0	0	0	0	0	5081	0	0	0	0	0	0	0	0	0	0	0	0	2190	0	0	2400	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2360	0	0	0	0	0	2400	2089	2206	0	0	0	0	0	0	0	0	0
198076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2400	2400	2400	1977	0	0	0	0	0	0	0	0	0	0	1705	0	0	0	0	0	0	0	0	0	0	0	0	2252	0	0	0	0	0	0	0	0
215944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4678	0	1800	0	0	0	0	0	0	0	0	0	0	2400	0	2400	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	2400	0	0	0	2400	0	0	2400	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	2400	434	0	0	0	0	0	0	16	0	0	0	0	0
225905	0	0	0	0	0	0	0	0	0	0	0	0	23311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217119	0	0	0	5266	5389	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	2400	2400	0	2220	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212981	6080	0	0	0	0	0	0	0	5400	5251	0	0	0	0	0	0	0	0	0	0	0	2291	2400	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2384	2400	0	0	0	0	0	2400	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2332	2400	623	0	2400	0	0	0	2400	0	0	0	0	0	0	0	0
218966	0	0	0	0	0	0	0	0	0	0	23579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211127	0	5400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1991	0	0	2400	1574	0	2400	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226190	7426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	2400	0	1616	0	0	0	0	0	0	0	0	0	0	0	0
225064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	2400	2400	0	0	1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	1617	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	2349	0	0	0	0	0	0	0	0	2199	0	0	0	2400	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217773	0	0	85	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	2307	2180	0	0	0	0	0	1982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2285	2050	2111	0	0	0	0	0	2400	0	0	0	0	0	0
201132	0	0	0	0	0	0	0	0	0	0	0	0	23010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226293	0	0	0	0	0	5187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357	2104	0	0	0	0	0	0	0	0	0	0	2088	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0
210201	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1959	2098	841	2400	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	2206	0	0	0	0	0	2148	0	0	0	0	0	2195	0	0	0	0	0	0	0	0
218573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	2400	2400	2340	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5556	5319	0	0	0	0	0	2368	0	0	0	0	0	0	0	0	0	0	2185	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	1975	2400	1788	0	0	0	0	0	0	0	0	0
78573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	2400	0	2400	1883	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1842	0	0	0	0	0	0	0	2365	0	0	0	0	0	0	0	2400	0	0	0	0	0
155185	0	0	0	0	0	1642	4483	2821	0	0	0	0	0	0	0	0	0	0	0	0	0	2312	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
219350	0	0	0	0	0	0	0	5400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1645	0	0	1937	1263	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0
218579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	2400	2399	0	2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2379	0	0	2400	2077	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0
218467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	1747	2399	0	0	0	0	0	0	1666	2400	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210514	0	0	0	0	0	0	0	0	0	0	0	0	27413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208858	0	0	3728	4684	1269	0	0	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1743	0	0	889	0	0	0	68	0	0	0	0	2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	2021	0	0	0	0	0	0	0	0	0	0
204849	0	0	1985	0	0	0	0	2409	5094	0	0	0	0	0	0	0	0	0	0	0	0	0	828	0	0	0	0	293	0	0	2348	0	0	0	920	52	0	0	2400	0	0	0	0	0	0	0	196	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2343	193	2400	2400	2400	0	2182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1888	0	2400	0	0	0	2400	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0
220756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2107	0	2400	1517	0	0	1777	0	0	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	1834	0	0	0	0	0	0
220497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2039	0	0	2068	0	0	2275	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2363	2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2095	2400	2400	2400	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222014	0	0	0	0	43	43	0	5202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2311	2400	0	0	0	0	0	2400	539	0	0	0	0	0	0	0
224350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	2400	0	0	2400	2400	0	0	0	0	0	0	0	0	0	0	0	2277	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2384	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	2400	2085	0	0	0	0	0	1806	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0
225583	0	0	0	0	0	0	0	0	0	0	0	3359	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2067	0	0	0	0	0	2043	2204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2330	0	0	2400	2025	0	2353	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	2400	2328	0	0	2400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	145	0	0	0	0	0	0	2184	0	0	0	0	0	0	0	0	0	0	0	0	0
219468	0	0	0	0	0	0	0	0	0	0	0	0	23389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2311	0	0	0	0	0	0	0	0	0	0	0	0	0	1691	0	0	0	0	0	0	0	0	0	0	0	2130	1767	0	0	2033	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0
